CustomerID,TotalSpend,PurchaseFrequency,PreferredProduct,IsVIP
2326,14942.78,0.89,Smartphones,1
2327,221.97,1.0,Headphones,0
2328,789.55,0.12,Headphones,1
2329,11906.27,0.68,Smartphones,1
2330,9613.29,1.0,Headphones,1
2331,2414.43,0.18,Smartphones,0
2332,4282.27,0.5,Smartphones,1
2333,13887.22,1.12,Laptops,1
2334,9312.93,0.6,Smartphones,1
2335,8593.06,0.67,Smartphones,1
2336,4492.73,0.38,Laptops,0
2337,12392.43,0.7,Smartphones,1
2338,2512.68,0.33,Smartphones,0
2339,5941.38,0.39,Headphones,1
2340,15297.53,0.85,Smartphones,1
2341,4260.21,0.38,Smartphones,1
2342,4183.7,0.4,Smartphones,1
2343,7000.03,0.65,Smartphones,1
2344,9751.43,0.84,Smartphones,1
2345,3131.53,0.38,Smartphones,0
2346,2523.32,0.27,Smartphones,1
2347,5848.2,0.38,Laptops,1
2348,14039.8,1.11,Smartphones,1
2349,14474.99,0.9,Smartphones,1
2350,7085.97,1.0,Smartphones,1
2351,13938.62,0.95,Smartphones,1
2352,11045.11,0.8,Smartphones,0
2353,7281.93,0.7,Smartphones,0
2354,1273.39,0.5,Smartphones,0
2355,2757.6,1.0,Smartphones,1
2356,5551.3,0.53,Tablets,1
2357,2960.44,0.25,Laptops,0
2358,12215.74,0.94,Smartphones,1
2359,7706.44,0.47,Laptops,1
2360,8480.89,0.56,Smartphones,1
2361,4202.45,0.27,Laptops,1
2362,7940.26,0.7,Headphones,1
2363,11228.9,0.8,Smartphones,1
2364,13317.47,0.84,Smartphones,1
2365,12558.27,0.79,Laptops,1
2366,4948.68,0.47,Smartphones,1
2367,8709.7,0.65,Laptops,1
2368,11383.53,1.18,Smartphones,1
2369,8573.91,0.76,Smartphones,0
2370,12283.42,0.94,Smartphones,0
2371,6329.17,1.0,Headphones,1
2372,1701.33,0.22,Headphones,0
2373,15336.41,1.18,Headphones,1
2374,14533.35,1.0,Smartphones,1
2375,6080.63,0.58,Smartphones,0
2376,1883.61,1.0,Laptops,0
2377,17508.64,0.89,Laptops,1
2378,8473.06,0.55,Smartphones,1
2379,5252.84,0.61,Headphones,1
2380,8638.06,0.8,Smartphones,1
2381,7348.3,0.39,Smartphones,1
2382,2400.85,0.44,Smartphones,0
2383,6204.15,0.6,Headphones,1
2384,12160.52,0.94,Smartphones,1
2385,12115.54,0.84,Smartphones,1
2386,12153.12,1.0,Smartphones,0
2387,3769.74,0.4,Smartphones,1
2388,2442.45,0.32,Smartphones,0
2389,1040.21,0.3,Headphones,0
2390,7742.22,0.53,Smartphones,1
2391,7799.93,0.53,Smartphones,0
2392,3587.5,1.0,Laptops,1
2393,4724.58,0.33,Smartphones,1
2394,2857.65,0.35,Smartphones,0
2395,15139.61,1.25,Smartphones,1
2396,6306.92,0.42,Headphones,1
2397,1884.35,0.38,Smartphones,0
2398,91.11,1.0,Headphones,0
2399,1015.52,1.0,Tablets,0
2400,13230.34,1.06,Smartphones,1
2401,11608.94,0.85,Smartphones,1
2402,10971.32,0.95,Smartphones,1
2403,11988.08,1.0,Smartphones,1
2404,12072.48,0.68,Smartphones,1
2405,5242.18,0.79,Headphones,1
2406,8580.27,1.2,Smartphones,1
2407,12889.47,1.0,Smartphones,1
2408,9640.82,0.89,Headphones,1
2409,303.91,1.0,Headphones,1
2410,12624.16,0.94,Smartphones,1
2411,17165.57,1.05,Smartphones,0
2412,2666.07,0.22,Smartphones,0
2413,8319.47,0.53,Smartphones,1
2414,3376.94,0.75,Smartphones,1
2415,8792.13,0.7,Smartphones,1
2416,9101.9,0.58,Smartphones,1
2417,6537.47,0.5,Smartphones,1
2418,1575.85,0.3,Smartphones,0
2419,11864.63,0.94,Smartphones,1
2420,13975.44,0.95,Smartphones,1
2421,10449.1,0.75,Smartphones,0
2422,11278.76,0.78,Smartphones,1
2423,1148.18,0.33,Smartphones,1
2424,5888.82,0.53,Smartphones,1
2425,7746.86,0.87,Smartphones,1
2426,9380.02,0.71,Headphones,1
2427,7551.78,0.72,Smartphones,1
2428,12080.71,0.79,Smartphones,1
2429,5500.19,0.35,Smartphones,1
2430,9150.79,1.07,Headphones,1
2431,8903.94,0.7,Smartphones,1
2432,15957.27,1.12,Tablets,1
2433,5830.46,0.56,Smartphones,1
2434,12640.64,1.05,Smartphones,1
2435,5404.42,0.5,Laptops,1
2436,5339.68,0.47,Headphones,0
2437,10209.16,0.65,Smartphones,0
2438,5750.6,0.61,Headphones,1
2439,3673.19,0.46,Laptops,1
2440,9251.2,0.53,Smartphones,1
2441,13266.17,0.75,Smartphones,1
2442,3810.79,0.36,Smartphones,0
2443,2648.83,0.4,Laptops,0
2444,5778.39,0.58,Smartphones,1
2445,2840.45,0.18,Smartphones,0
2446,12733.73,0.61,Laptops,1
2447,8199.68,1.06,Headphones,1
2448,981.48,0.18,Smartphones,0
2449,8639.19,0.65,Smartphones,1
2450,811.78,1.0,Laptops,0
2451,7634.04,0.35,Laptops,1
2452,8417.65,0.63,Smartphones,1
2453,10628.5,1.07,Smartphones,1
2454,11786.93,0.72,Smartphones,1
2455,10196.46,1.06,Headphones,1
2456,10297.35,1.0,Headphones,1
2457,16959.81,1.05,Laptops,1
2458,14992.94,0.95,Smartphones,1
2459,10242.25,0.89,Smartphones,1
2460,9927.77,0.5,Smartphones,1
2461,9603.41,0.65,Smartphones,1
2462,8996.63,0.79,Smartphones,1
2463,12105.73,1.0,Smartphones,1
2464,12187.94,0.85,Smartphones,1
2465,10615.96,0.79,Headphones,1
2466,11112.57,0.74,Smartphones,1
2467,13487.36,1.06,Smartphones,0
2468,1804.21,1.0,Laptops,1
2469,1867.89,0.27,Smartphones,0
2470,1914.02,0.29,Smartphones,0
2471,10986.39,0.73,Smartphones,1
2472,3645.88,0.2,Smartphones,1
2473,16313.34,0.9,Smartphones,1
2474,6762.15,0.58,Laptops,1
2475,1080.32,0.15,Smartphones,0
2476,10911.99,0.71,Smartphones,1
2477,12338.42,0.8,Smartphones,1
2478,10797.99,0.95,Smartphones,1
2479,562.75,0.5,Headphones,0
2480,5880.99,0.5,Smartphones,1
2481,2452.21,0.5,Smartphones,0
2482,8289.8,0.72,Smartphones,1
2483,8726.97,0.5,Laptops,1
2484,6538.71,0.42,Smartphones,1
2485,3595.07,0.5,Smartphones,1
2486,18132.88,0.95,Smartphones,1
2487,6449.54,0.69,Smartphones,1
2488,9219.36,1.05,Headphones,1
2489,17332.7,1.0,Laptops,1
2490,4262.91,0.44,Headphones,0
2491,9433.52,0.75,Smartphones,1
2492,8894.79,0.45,Smartphones,1
2493,7273.03,0.75,Smartphones,1
2494,4818.66,0.57,Smartphones,1
2495,1930.06,0.29,Smartphones,1
2496,7970.36,0.75,Smartphones,1
2497,10103.19,0.68,Smartphones,1
2498,11347.48,0.88,Laptops,1
2499,2870.52,0.18,Laptops,0
2500,9357.28,0.69,Smartphones,1
2501,240.76,1.0,Headphones,0
2502,8748.41,0.65,Laptops,1
2503,3919.55,0.35,Smartphones,1
2504,274.98,1.0,Smartphones,0
2505,12939.13,0.95,Smartphones,0
2506,3618.59,0.29,Tablets,1
2507,10813.08,0.9,Smartphones,1
2508,2594.22,0.3,Smartphones,0
2509,14918.86,0.85,Smartphones,1
2510,6215.28,0.38,Smartphones,1
2511,4116.32,0.56,Smartphones,1
2512,9314.63,0.69,Smartphones,1
2513,10280.11,0.55,Smartphones,1
2514,4366.47,0.5,Smartphones,1
2515,15746.46,1.11,Laptops,1
2516,1476.09,0.19,Headphones,0
2517,1237.33,1.0,Smartphones,0
2518,6487.87,0.56,Headphones,1
2519,13543.96,1.05,Smartphones,1
2520,15653.27,1.0,Smartphones,0
2521,4771.59,0.22,Smartphones,1
2522,1646.36,0.22,Smartphones,0
2523,8479.82,0.61,Smartphones,1
2524,2549.13,0.43,Headphones,1
2525,7590.46,0.6,Smartphones,0
2526,7636.31,0.53,Smartphones,1
2527,10881.43,0.71,Smartphones,1
2528,12115.83,0.83,Smartphones,1
2529,1085.08,1.0,Tablets,0
2530,2204.45,0.21,Smartphones,0
2531,13733.19,1.0,Smartphones,1
2532,2488.91,0.29,Headphones,0
2533,9010.1,0.62,Laptops,1
2534,5232.68,0.4,Smartphones,1
2535,9429.73,0.78,Smartphones,1
2536,1790.49,0.25,Laptops,0
2537,12556.02,1.0,Smartphones,1
2538,12270.64,0.8,Smartphones,1
2539,17657.34,0.89,Smartphones,1
2540,4541.03,0.47,Smartphones,1
2541,6455.6,0.59,Smartphones,1
2542,7949.97,0.56,Smartphones,1
2543,1522.93,0.25,Headphones,0
2544,13909.97,0.95,Smartphones,1
2545,5881.96,0.68,Smartphones,1
2546,13219.54,1.11,Headphones,1
2547,15855.01,0.89,Smartphones,1
2548,3415.89,0.7,Smartphones,1
2549,15313.62,0.84,Smartphones,1
2550,12104.26,0.72,Smartphones,1
2551,12451.63,0.78,Smartphones,0
2552,13789.81,1.12,Smartphones,1
2553,17485.67,1.11,Smartphones,1
2554,5626.65,0.36,Laptops,1
2555,12795.0,1.05,Smartphones,1
2556,6667.63,0.5,Laptops,0
2557,10029.27,0.85,Smartphones,1
2558,3690.89,0.33,Smartphones,1
2559,13279.24,0.89,Smartphones,1
2560,11542.13,0.83,Smartphones,0
2561,13388.54,0.95,Smartphones,1
2562,6590.14,0.44,Smartphones,1
2563,10285.56,0.67,Smartphones,1
2564,1427.11,0.5,Laptops,0
2565,15773.78,0.79,Smartphones,1
2566,3779.47,0.38,Smartphones,1
2567,10557.04,0.79,Smartphones,1
2568,14655.97,0.9,Smartphones,1
2569,2535.64,0.38,Smartphones,0
2570,2592.81,0.36,Headphones,0
2571,10912.91,0.5,Laptops,1
2572,11102.03,0.74,Smartphones,1
2573,8226.87,0.44,Laptops,1
2574,13185.95,0.9,Smartphones,1
2575,2233.04,0.25,Laptops,1
2576,5409.91,1.2,Laptops,0
2577,11317.95,0.72,Laptops,0
2578,9296.78,0.57,Smartphones,1
2579,13346.58,1.13,Headphones,0
2580,12437.07,0.85,Smartphones,1
2581,9023.65,0.75,Smartphones,1
2582,7379.3,0.5,Smartphones,1
2583,11729.03,0.89,Smartphones,1
2584,6551.95,0.4,Smartphones,0
2585,11320.42,0.67,Laptops,1
2586,2136.62,0.31,Smartphones,0
2587,12897.5,1.11,Smartphones,1
2588,720.58,1.0,Tablets,0
2589,12846.54,0.95,Smartphones,0
2590,15463.54,0.94,Laptops,0
2591,9452.62,0.79,Smartphones,1
2592,8795.49,1.08,Smartphones,1
2593,7665.34,0.58,Headphones,1
2594,2489.82,0.27,Smartphones,0
2595,12369.84,1.06,Laptops,1
2596,8711.95,0.6,Smartphones,1
2597,298.21,0.15,Headphones,0
2598,8957.89,0.74,Smartphones,0
2599,13213.06,0.95,Smartphones,1
2600,9208.19,0.72,Smartphones,1
2601,10023.04,0.81,Smartphones,1
2602,13594.77,1.06,Smartphones,0
2603,3001.55,0.27,Smartphones,1
2604,3873.12,0.4,Headphones,1
2605,4837.31,0.4,Smartphones,1
2606,984.82,1.0,Laptops,0
2607,15667.73,1.0,Smartphones,1
2608,1512.49,0.27,Smartphones,0
2609,6759.95,0.53,Smartphones,1
2610,7695.79,0.45,Laptops,1
2611,1054.65,0.2,Smartphones,0
2612,4780.95,0.53,Headphones,1
2613,3929.19,0.27,Smartphones,1
2614,1819.13,0.17,Smartphones,1
2615,8597.97,0.79,Headphones,1
2616,4720.99,0.62,Smartphones,1
2617,11488.81,0.84,Smartphones,0
2618,12866.62,1.0,Smartphones,1
2619,186.49,1.0,Headphones,0
2620,1844.37,0.33,Headphones,0
2621,3162.68,2.0,Smartphones,1
2622,2563.51,0.38,Smartphones,0
2623,3499.4,0.43,Smartphones,0
2624,16239.16,0.94,Smartphones,0
2625,12060.2,0.68,Smartphones,1
2626,4549.11,0.56,Smartphones,1
2627,2384.36,0.5,Smartphones,1
2628,1756.76,0.29,Tablets,0
2629,16656.6,0.83,Smartphones,1
2630,3947.87,0.53,Smartphones,1
2631,10588.86,0.8,Headphones,1
2632,17313.26,0.95,Smartphones,1
2633,194.16,1.0,Headphones,1
2634,15645.18,1.25,Smartphones,1
2635,3070.32,0.36,Smartphones,1
2636,14232.59,1.0,Smartphones,1
2637,13885.96,0.94,Smartphones,1
2638,8803.66,0.56,Smartphones,1
2639,14823.49,0.89,Smartphones,1
2640,1934.29,0.5,Smartphones,0
2641,7914.36,0.71,Smartphones,1
2642,2404.45,0.28,Headphones,0
2643,14098.25,1.0,Smartphones,1
2644,11372.79,0.65,Smartphones,0
2645,3916.2,0.18,Smartphones,1
2646,2750.12,0.19,Smartphones,0
2647,11351.09,0.79,Smartphones,1
2648,7947.49,0.8,Smartphones,1
2649,6167.08,0.8,Laptops,1
2650,6528.35,0.75,Smartphones,0
2651,7552.99,0.61,Smartphones,1
2652,17192.13,0.95,Laptops,1
2653,5253.57,0.39,Smartphones,1
2654,7915.67,0.61,Smartphones,0
2655,16344.19,0.89,Smartphones,1
2656,20131.99,1.0,Laptops,1
2657,3077.0,0.5,Smartphones,0
2658,12935.68,0.88,Smartphones,0
2659,2672.92,0.41,Headphones,0
2660,4565.2,0.45,Laptops,1
2661,5870.01,0.79,Headphones,1
2662,7757.43,0.62,Smartphones,1
2663,8848.12,0.78,Smartphones,1
2664,7046.74,0.6,Smartphones,1
2665,4958.66,0.57,Smartphones,1
2666,7103.78,0.65,Smartphones,1
2667,12864.87,1.0,Smartphones,1
2668,9899.9,0.5,Smartphones,1
2669,8326.82,0.5,Laptops,1
2670,1274.23,0.22,Headphones,0
2671,11943.84,0.79,Smartphones,0
2672,10969.48,0.79,Smartphones,1
2673,13601.5,1.36,Headphones,0
2674,9033.9,0.91,Smartphones,1
2675,6294.72,0.56,Smartphones,1
2676,19983.79,1.05,Smartphones,1
2677,2906.76,0.22,Smartphones,0
2678,8532.92,0.63,Headphones,1
2679,945.37,0.4,Headphones,0
2680,1180.74,0.5,Smartphones,0
2681,2537.46,0.17,Smartphones,0
2682,4443.17,0.53,Smartphones,1
2683,12054.45,0.78,Smartphones,1
2684,12543.11,0.94,Smartphones,1
2685,8219.98,0.63,Headphones,1
2686,12837.18,0.84,Smartphones,1
2687,9895.6,0.79,Smartphones,1
2688,17169.29,1.06,Smartphones,1
2689,5163.29,0.32,Smartphones,1
2690,5556.84,0.4,Headphones,1
2691,11095.06,0.88,Laptops,1
2692,9648.18,0.6,Smartphones,1
2693,14332.17,0.85,Laptops,1
2694,9132.48,0.63,Smartphones,1
2695,7052.05,0.31,Laptops,1
2696,5488.86,0.43,Smartphones,1
2697,5213.84,0.53,Smartphones,1
2698,13663.11,0.84,Smartphones,1
2699,16671.55,0.95,Smartphones,1
2700,11780.65,1.06,Headphones,1
2701,639.6,1.0,Smartphones,0
2702,2846.94,0.3,Smartphones,0
2703,346.55,1.0,Smartphones,0
2704,1361.91,0.1,Smartphones,0
2705,18043.04,1.0,Smartphones,1
2706,9493.24,0.84,Smartphones,1
2707,12517.51,0.94,Smartphones,0
2708,6042.72,0.44,Smartphones,1
2709,5110.31,0.5,Headphones,1
2710,2437.04,0.4,Headphones,0
2711,9876.55,1.0,Smartphones,1
2712,1591.37,0.29,Smartphones,0
2713,11463.78,0.85,Smartphones,1
2714,3682.57,0.19,Smartphones,1
2715,4688.99,0.62,Headphones,1
2716,1202.55,0.14,Smartphones,0
2717,3183.92,0.45,Smartphones,1
2718,500.73,1.0,Smartphones,0
2719,8819.24,0.68,Smartphones,1
2720,4404.6,0.57,Smartphones,1
2721,1470.18,0.4,Smartphones,0
2722,976.16,0.29,Headphones,0
2723,3638.38,0.41,Smartphones,1
2724,4113.1,0.45,Smartphones,1
2725,4095.45,0.42,Headphones,1
2726,13813.72,0.88,Smartphones,0
2727,1764.06,0.4,Smartphones,0
2728,3348.29,0.33,Smartphones,1
2729,2344.04,0.3,Smartphones,0
2730,501.14,0.29,Headphones,0
2731,12071.16,0.85,Smartphones,1
2732,1818.19,1.0,Laptops,0
2733,3330.17,0.41,Smartphones,1
2734,13125.66,1.06,Smartphones,1
2735,17770.73,0.85,Smartphones,1
2736,10154.11,0.94,Smartphones,1
2737,2085.99,0.19,Smartphones,0
2738,5055.41,0.44,Smartphones,0
2739,3841.06,0.5,Smartphones,1
2740,6898.56,0.64,Smartphones,1
2741,9563.03,0.42,Smartphones,1
2742,14286.2,1.25,Smartphones,1
2743,6461.67,0.6,Headphones,1
2744,13768.8,1.18,Smartphones,1
2745,1593.95,0.25,Smartphones,0
2746,11119.8,0.9,Smartphones,1
2747,5370.86,0.53,Smartphones,0
2748,3406.45,0.28,Smartphones,1
2749,754.27,0.67,Smartphones,0
2750,6016.49,0.57,Smartphones,1
2751,12094.36,0.71,Smartphones,1
2752,1140.67,1.0,Smartphones,0
2753,4315.9,0.38,Laptops,1
2754,1987.27,0.33,Smartphones,0
2755,9297.66,0.81,Smartphones,1
2756,6071.59,0.69,Smartphones,1
2757,2181.34,0.25,Smartphones,0
2758,7455.54,0.42,Laptops,1
2759,7947.53,0.7,Smartphones,0
2760,12121.32,0.84,Smartphones,1
2761,4079.02,0.8,Smartphones,1
2762,12307.82,1.0,Smartphones,1
2763,7273.48,0.67,Smartphones,1
2764,4075.14,0.5,Headphones,1
2765,5318.68,0.27,Laptops,1
2766,2106.37,0.23,Smartphones,1
2767,8768.26,0.5,Smartphones,1
2768,8717.42,0.55,Smartphones,1
2769,7400.58,0.65,Smartphones,1
2770,15528.91,0.9,Smartphones,1
2771,6584.5,0.76,Smartphones,1
2772,4473.19,0.4,Headphones,1
2773,13092.33,0.89,Smartphones,1
2774,746.36,0.43,Headphones,0
2775,14467.9,0.95,Smartphones,1
2776,12650.64,0.83,Smartphones,1
2777,3963.59,0.31,Smartphones,1
2778,3955.57,0.28,Smartphones,1
2779,1681.5,0.14,Smartphones,0
2780,5212.74,0.67,Laptops,1
2781,7621.0,0.76,Smartphones,1
2782,11533.75,1.0,Smartphones,0
2783,10911.34,0.47,Laptops,1
2784,7707.63,0.42,Smartphones,0
2785,3300.04,0.5,Laptops,1
2786,6133.23,0.39,Smartphones,1
2787,119.55,1.0,Headphones,0
2788,13116.27,0.85,Smartphones,1
2789,8056.86,0.82,Headphones,0
2790,6072.56,0.58,Smartphones,1
2791,12662.22,0.79,Smartphones,1
2792,4921.51,0.41,Smartphones,1
2793,17302.73,0.9,Smartphones,1
2794,9301.33,0.84,Smartphones,1
2795,12632.88,1.05,Headphones,1
2796,17264.56,1.05,Smartphones,1
2797,11755.27,0.75,Smartphones,1
2798,8184.59,0.5,Smartphones,1
2799,4794.45,0.17,Laptops,1
2800,13063.44,0.95,Smartphones,0
2801,11758.61,1.06,Smartphones,0
2802,9772.39,0.72,Smartphones,0
2803,5158.66,0.73,Headphones,1
2804,6160.07,0.53,Smartphones,0
2805,3054.38,0.45,Headphones,1
2806,6026.96,0.29,Laptops,1
2807,8709.43,0.67,Smartphones,1
2808,1561.71,1.0,Laptops,0
2809,8072.41,0.31,Laptops,1
2810,15449.61,1.0,Smartphones,1
2811,2471.54,0.25,Headphones,0
2812,945.2,0.5,Smartphones,0
2813,7529.48,0.5,Smartphones,1
2814,12261.59,0.75,Smartphones,1
2815,1421.02,2.0,Smartphones,1
2816,12572.03,0.65,Smartphones,1
2817,8269.22,0.53,Smartphones,1
2818,5002.83,0.26,Laptops,1
2819,3974.93,0.5,Smartphones,1
2820,10043.08,0.68,Smartphones,1
2821,1913.6,0.67,Smartphones,0
2822,4215.99,0.6,Headphones,1
2823,12712.05,0.84,Smartphones,1
2824,12746.1,1.06,Smartphones,1
2825,4013.79,0.5,Smartphones,1
2826,12510.7,0.95,Smartphones,1
2827,994.94,0.6,Smartwatches,1
2828,18218.75,0.89,Laptops,1
2829,8527.38,0.85,Smartphones,1
2830,4894.93,0.33,Laptops,1
2831,5106.11,0.29,Smartphones,1
2832,282.53,1.0,Smartphones,0
2833,7368.62,0.47,Smartphones,1
2834,4621.77,0.41,Headphones,1
2835,7939.63,0.58,Smartphones,1
2836,14285.74,1.06,Smartphones,0
2837,9385.39,0.74,Smartphones,1
2838,319.49,1.0,Smartwatches,0
2839,4354.01,0.19,Smartphones,1
2840,9604.77,0.85,Smartphones,0
2841,3777.13,0.33,Smartphones,0
2842,7220.34,0.61,Smartphones,0
2843,6878.65,0.55,Smartphones,1
2844,7898.1,0.56,Smartphones,1
2845,8990.46,0.82,Smartphones,1
2846,10470.05,0.65,Smartphones,0
2847,5471.07,0.5,Smartphones,1
2848,6545.07,0.26,Laptops,0
2849,14452.79,0.7,Laptops,1
2850,10061.16,0.78,Smartphones,1
2851,10818.39,0.85,Smartphones,1
2852,8830.05,0.4,Laptops,1
2853,6903.56,0.47,Headphones,1
2854,9683.34,0.75,Smartphones,1
2855,1642.18,1.0,Laptops,0
2856,13189.32,1.11,Smartphones,1
2857,15363.75,0.9,Smartphones,0
2858,7921.1,0.56,Smartphones,1
2859,9066.68,0.76,Smartphones,1
2860,8979.62,0.42,Smartphones,1
2861,14830.47,0.79,Laptops,1
2862,17588.98,0.95,Smartphones,1
2863,2299.85,0.22,Smartphones,0
2864,9819.99,0.78,Headphones,1
2865,445.42,1.0,Smartphones,0
2866,6006.0,0.44,Smartphones,1
2867,13409.57,0.83,Smartphones,1
2868,11479.36,0.8,Smartphones,1
2869,11119.28,0.58,Smartphones,1
2870,3867.74,0.37,Headphones,0
2871,1351.02,0.29,Headphones,0
2872,14052.13,0.8,Laptops,1
2873,8550.49,0.5,Smartphones,1
2874,16343.94,1.0,Smartphones,1
2875,12134.06,0.75,Smartphones,1
2876,11980.15,0.72,Smartphones,1
2877,7783.82,0.63,Smartphones,0
2878,8500.42,0.56,Smartphones,0
2879,12040.71,1.0,Smartphones,1
2880,2134.89,0.27,Smartphones,0
2881,236.43,1.0,Headphones,0
2882,4349.46,0.54,Smartphones,1
2883,15591.86,1.18,Smartphones,1
2884,13355.57,0.72,Smartphones,1
2885,7669.25,0.75,Smartphones,1
2886,11707.41,0.94,Smartphones,1
2887,12392.76,0.85,Smartphones,1
2888,13054.97,1.06,Smartphones,1
2889,14585.58,0.8,Smartphones,1
2890,2213.01,0.5,Headphones,0
2891,3168.34,0.67,Laptops,1
2892,10249.69,0.9,Smartphones,1
2893,12436.67,0.78,Smartphones,1
2894,9708.3,0.8,Smartphones,1
2895,1312.56,0.33,Headphones,0
2896,4603.37,0.47,Headphones,1
2897,5636.64,0.38,Smartphones,1
2898,16221.52,0.9,Smartphones,1
2899,10060.06,0.82,Smartphones,1
2900,3985.05,0.6,Headphones,1
2901,553.13,1.0,Smartphones,0
2902,764.97,1.0,Smartphones,0
2903,8234.2,0.45,Smartphones,1
2904,9053.82,0.68,Smartphones,1
2905,8608.05,0.53,Laptops,1
2906,637.27,1.0,Smartphones,0
2907,9691.92,0.81,Smartphones,1
2908,10440.1,1.0,Headphones,1
2909,4270.69,0.29,Laptops,1
2910,7668.41,0.6,Smartphones,1
2911,14838.74,0.88,Smartphones,1
2912,3709.79,0.24,Smartphones,1
2913,878.71,1.0,Smartphones,0
2914,6651.08,0.56,Smartphones,1
2915,7928.31,1.12,Smartphones,0
2916,6119.63,0.47,Laptops,0
2917,13635.05,0.94,Smartphones,1
2918,3195.96,0.38,Smartphones,1
2919,2311.68,0.6,Smartphones,0
2920,9656.9,0.39,Laptops,1
2921,2295.47,0.22,Smartphones,0
2922,11637.77,0.94,Smartphones,1
2923,11357.57,0.84,Smartphones,1
2924,8193.6,0.6,Headphones,1
2925,1223.9,1.0,Smartphones,0
2926,1815.63,0.19,Headphones,0
2927,10018.03,0.94,Smartphones,1
2928,599.13,0.19,Headphones,0
2929,10815.15,0.89,Smartphones,1
2930,2069.32,0.29,Headphones,0
2931,8421.94,0.6,Smartphones,1
2932,8864.55,0.71,Smartphones,1
2933,10638.68,0.74,Smartphones,1
2934,2978.04,0.43,Smartphones,0
2935,1004.77,1.0,Smartphones,0
2936,1130.71,1.0,Smartphones,0
2937,5656.87,0.5,Smartphones,1
2938,12688.01,1.0,Laptops,1
2939,10314.64,1.18,Smartphones,1
2940,9644.07,0.79,Smartphones,1
2941,6055.49,0.47,Smartphones,1
2942,6804.12,0.59,Headphones,1
2943,12725.35,0.79,Laptops,0
2944,1948.22,0.33,Smartphones,0
2945,8633.93,0.67,Smartphones,0
2946,13697.56,1.06,Smartphones,1
2947,18509.85,1.12,Smartphones,1
2948,6996.3,0.53,Laptops,1
2949,4763.44,0.57,Smartphones,1
2950,14086.49,0.85,Smartphones,1
2951,7377.98,0.63,Smartphones,1
2952,2189.55,0.18,Laptops,0
2953,14623.12,0.89,Smartphones,1
2954,7896.38,0.62,Laptops,1
2955,475.7,1.0,Tablets,1
2956,4828.54,0.53,Headphones,1
2957,1878.95,0.29,Headphones,0
2958,4404.02,0.43,Laptops,1
2959,9372.82,0.81,Headphones,1
2960,3443.66,0.27,Smartphones,1
2961,7119.78,0.63,Smartphones,1
2962,9584.87,0.58,Smartphones,1
2963,11604.99,0.95,Smartphones,1
2964,1212.3,0.75,Headphones,0
2965,3438.54,0.46,Smartphones,1
2966,1602.82,0.57,Smartphones,0
2967,10702.42,0.75,Smartphones,1
2968,2181.16,0.5,Smartphones,0
2969,1604.54,0.28,Headphones,0
2970,1114.12,0.5,Smartphones,0
2971,1864.89,0.23,Smartphones,0
2972,5998.55,0.4,Smartphones,1
2973,9081.84,0.83,Smartphones,1
2974,4944.57,0.39,Headphones,1
2975,4233.17,0.4,Smartphones,1
2976,9329.75,1.0,Headphones,1
2977,3076.27,0.29,Smartphones,1
2978,9874.29,0.78,Headphones,1
2979,4797.51,0.5,Smartphones,1
2980,9048.14,0.9,Smartphones,1
2981,13703.65,0.79,Smartphones,1
2982,899.34,1.0,Tablets,0
2983,11386.25,0.83,Smartphones,1
2984,9085.31,0.65,Smartphones,1
2985,4147.44,0.43,Smartphones,1
2986,6857.51,0.69,Smartphones,1
2987,9766.51,0.61,Smartphones,1
2988,187.92,1.0,Headphones,0
2989,12594.8,0.95,Smartphones,1
2990,7243.69,0.47,Smartphones,1
2991,5151.53,0.73,Smartphones,1
2992,11650.14,0.85,Smartphones,1
2993,5323.27,0.37,Laptops,0
2994,5386.19,0.44,Smartphones,1
2995,5462.8,0.47,Smartphones,1
2996,5955.05,0.92,Smartphones,1
2997,6363.14,0.38,Smartphones,1
2998,1677.88,0.2,Smartphones,0
2999,6530.89,1.09,Smartphones,1
3000,9809.39,0.62,Laptops,1
3001,8715.04,0.74,Smartphones,1
3002,4619.38,0.41,Smartphones,1
3003,16642.51,1.11,Smartphones,0
3004,4984.58,0.32,Smartphones,1
3005,1985.31,0.3,Smartphones,0
3006,2661.94,0.67,Smartphones,0
3007,2558.33,0.6,Smartphones,0
3008,10113.17,0.78,Smartphones,1
3009,9234.65,0.7,Laptops,1
3010,13770.4,1.06,Smartphones,1
3011,13599.46,0.95,Smartphones,1
3012,11173.85,0.53,Smartphones,1
3013,8304.39,0.63,Smartphones,1
3014,9248.29,0.75,Smartphones,0
3015,1696.81,0.5,Laptops,0
3016,13837.36,0.95,Smartphones,1
3017,9207.08,0.7,Smartphones,0
3018,11769.32,1.0,Smartphones,1
3019,5256.44,0.36,Smartphones,1
3020,11805.35,0.71,Smartphones,1
3021,3695.33,0.33,Smartphones,1
3022,3545.83,0.4,Smartphones,1
3023,11134.11,0.85,Smartphones,1
3024,10243.12,0.88,Smartphones,1
3025,9448.41,0.78,Smartphones,1
3026,3235.99,0.38,Headphones,1
3027,12964.34,0.95,Smartphones,1
3028,2293.67,0.25,Smartphones,1
3029,14129.17,0.94,Smartphones,1
3030,11317.84,0.89,Smartphones,1
3031,6839.88,0.5,Smartphones,1
3032,4062.28,0.53,Headphones,1
3033,5787.45,0.5,Smartphones,1
3034,16236.45,0.89,Smartphones,1
