Date,Product,Sales
2023-06,Smartwatches,246
2023-07,Smartphones,872
2023-07,Laptops,480
2023-07,Headphones,633
2023-07,Tablets,179
2023-07,Smartwatches,275
2023-08,Smartphones,836
2023-08,Laptops,576
2023-08,Headphones,650
2023-08,Tablets,183
2023-08,Smartwatches,268
2023-09,Smartphones,898
2023-09,Laptops,502
2023-09,Headphones,671
2023-09,Tablets,159
2023-09,Smartwatches,284
2023-10,Smartphones,944
2023-10,Laptops,420
2023-10,Headphones,576
2023-10,Tablets,159
2023-10,Smartwatches,230
2023-11,Smartphones,1069
2023-11,Laptops,529
2023-11,Headphones,749
2023-11,Tablets,184
2023-11,Smartwatches,283
2023-12,Smartphones,929
2023-12,Laptops,497
2023-12,Headphones,710
2023-12,Tablets,208
2023-12,Smartwatches,307
2024-01,Smartphones,882
2024-01,Laptops,402
2024-01,Headphones,633
2024-01,Tablets,169
2024-01,Smartwatches,296
2024-02,Smartphones,865
2024-02,Laptops,440
2024-02,Headphones,640
2024-02,Tablets,158
2024-02,Smartwatches,258
2024-03,Smartphones,813
2024-03,Laptops,422
2024-03,Headphones,611
2024-03,Tablets,184
2024-03,Smartwatches,268
2024-04,Smartphones,878
2024-04,Laptops,442
2024-04,Headphones,661
2024-04,Tablets,170
2024-04,Smartwatches,270
2024-05,Smartphones,853
2024-05,Laptops,408
2024-05,Headphones,601
2024-05,Tablets,179
2024-05,Smartwatches,281
2024-06,Smartphones,833
2024-06,Laptops,409
2024-06,Headphones,618
2024-06,Tablets,182
2024-06,Smartwatches,287
2024-07,Smartphones,950
2024-07,Laptops,444
2024-07,Headphones,638
2024-07,Tablets,161
2024-07,Smartwatches,265
2024-08,Smartphones,899
2024-08,Laptops,480
2024-08,Headphones,632
2024-08,Tablets,200
2024-08,Smartwatches,277
2024-09,Smartphones,863
2024-09,Laptops,477
2024-09,Headphones,648
2024-09,Tablets,218
2024-09,Smartwatches,246
2024-10,Smartphones,945
2024-10,Laptops,442
2024-10,Headphones,659
2024-10,Tablets,191
2024-10,Smartwatches,239
2024-11,Smartphones,1026
2024-11,Laptops,467
2024-11,Headphones,746
2024-11,Tablets,200
2024-11,Smartwatches,346
2024-12,Smartphones,1224
2024-12,Laptops,487
2024-12,Headphones,690
2024-12,Tablets,185
2024-12,Smartwatches,345
