CandidateID,YearsExperience,EducationLevel,SkillScore,Certifications,ShouldHire
778,5,Master’s,78.12,2,1
779,5,PhD,67.4,1,1
780,9,High School,71.78,1,1
781,8,High School,75.39,1,1
782,2,Bachelor’s,79.78,0,0
783,8,Master’s,67.35,1,1
784,3,Master’s,51.03,0,0
785,10,Bachelor’s,66.16,1,1
786,6,Master’s,80.22,0,1
787,0,Bachelor’s,57.13,0,0
788,4,Bachelor’s,71.08,0,0
789,4,Bachelor’s,54.47,0,0
790,1,Bachelor’s,87.46,0,1
791,1,Master’s,87.2,0,1
792,2,High School,77.96,0,0
793,0,Bachelor’s,51.86,2,0
794,5,Master’s,76.08,2,1
795,3,Bachelor’s,71.28,1,0
796,8,PhD,72.77,0,0
797,0,Bachelor’s,64.26,0,0
798,1,Master’s,85.93,0,1
799,2,Master’s,81.47,0,1
800,5,Master’s,56.41,0,1
801,2,Bachelor’s,56.61,0,1
802,5,Bachelor’s,71.6,2,1
803,0,Bachelor’s,65.44,1,0
804,0,Master’s,84.65,2,1
805,0,High School,71.81,0,0
806,4,High School,83.03,0,1
807,3,Master’s,68.61,0,0
808,5,Bachelor’s,61.09,1,1
809,0,Bachelor’s,76.55,1,0
810,5,Master’s,83.11,0,1
811,16,Bachelor’s,77.97,0,1
812,1,High School,74.51,4,0
813,6,Master’s,89.35,0,1
814,6,Bachelor’s,83.84,2,0
815,5,Bachelor’s,71.88,2,1
816,3,High School,76.72,0,0
817,3,Bachelor’s,60.15,2,0
818,1,Bachelor’s,84.05,0,1
819,0,Bachelor’s,66.34,1,0
820,4,Bachelor’s,68.49,0,0
821,0,High School,59.39,0,0
822,5,Bachelor’s,69.55,1,1
823,6,Bachelor’s,65.3,2,1
824,0,High School,65.71,0,0
825,2,High School,69.91,0,0
826,1,Bachelor’s,50.11,0,0
827,4,High School,71.06,0,0
828,2,Bachelor’s,78.25,2,0
829,9,Bachelor’s,75.6,0,1
830,0,Bachelor’s,49.81,1,0
831,8,Bachelor’s,91.02,0,1
832,0,Master’s,72.44,0,0
833,19,PhD,66.16,2,1
834,10,Bachelor’s,44.12,0,1
835,1,High School,56.17,0,0
836,8,Master’s,63.19,1,1
837,8,Bachelor’s,74.02,1,1
838,1,Bachelor’s,68.24,2,0
839,2,Bachelor’s,75.38,0,0
840,4,Bachelor’s,74.28,1,0
841,4,Master’s,80.07,2,1
842,5,Bachelor’s,78.36,0,0
843,1,Master’s,71.33,1,0
844,9,Master’s,67.95,1,1
845,2,Master’s,80.06,0,1
846,8,Bachelor’s,84.47,1,1
847,1,Master’s,83.36,0,1
848,6,Bachelor’s,62.61,1,1
849,17,Bachelor’s,80.09,2,1
850,1,Master’s,65.48,0,0
851,7,High School,70.18,1,1
852,2,Master’s,79.73,1,0
853,6,High School,85.75,0,1
854,1,Bachelor’s,70.29,0,0
855,5,Master’s,69.79,0,1
856,5,Bachelor’s,54.19,0,1
857,9,High School,85.99,0,1
858,2,Bachelor’s,78.02,0,0
859,1,High School,78.74,1,0
860,4,Bachelor’s,69.7,1,0
861,6,High School,68.96,1,0
862,6,Master’s,78.93,0,0
863,5,Bachelor’s,73.29,2,1
864,1,Master’s,83.4,0,1
865,2,Bachelor’s,75.72,0,0
866,9,PhD,67.95,0,1
867,4,High School,76.34,0,0
868,0,High School,63.02,0,0
869,0,Bachelor’s,67.94,2,0
870,16,Master’s,82.6,1,1
871,13,Bachelor’s,75.61,2,1
872,5,Bachelor’s,57.47,0,1
873,5,PhD,88.51,3,1
874,7,Bachelor’s,78.86,2,1
875,0,Bachelor’s,64.12,1,0
876,6,Master’s,89.18,0,1
877,1,High School,87.96,0,1
878,8,Master’s,82.97,0,1
879,5,High School,71.54,0,1
880,19,Bachelor’s,69.58,1,1
881,5,Bachelor’s,62.34,1,1
882,6,Master’s,74.65,1,0
883,14,Bachelor’s,82.45,1,1
884,3,Bachelor’s,70.1,1,0
885,3,High School,81.42,0,1
886,4,Bachelor’s,65.58,0,0
887,9,High School,60.28,0,0
888,4,High School,79.82,0,0
889,20,High School,73.96,0,1
890,1,Bachelor’s,72.64,2,0
891,3,Master’s,75.11,0,0
892,17,Bachelor’s,75.61,0,1
893,5,PhD,76.11,0,1
894,5,High School,63.74,0,1
895,10,Bachelor’s,78.47,0,1
896,16,Bachelor’s,71.47,1,1
897,7,Bachelor’s,88.57,1,1
898,2,Bachelor’s,65.18,2,1
899,0,Master’s,100.0,0,1
900,6,High School,69.59,1,1
901,7,High School,54.37,0,1
902,4,Bachelor’s,58.21,1,0
903,9,Bachelor’s,52.83,0,1
904,1,Master’s,75.32,0,0
905,5,Bachelor’s,72.34,1,1
906,5,Bachelor’s,80.35,1,1
907,2,PhD,67.5,2,1
908,3,High School,57.54,0,0
909,4,High School,68.68,0,0
910,4,Master’s,69.76,0,0
911,1,Bachelor’s,72.9,0,0
912,8,Bachelor’s,70.46,0,0
913,4,Master’s,80.09,0,1
914,2,Master’s,70.7,1,0
915,4,Bachelor’s,78.14,0,0
916,5,Master’s,96.86,1,0
917,4,Bachelor’s,63.7,0,0
918,3,Bachelor’s,77.32,0,0
919,5,Bachelor’s,66.04,1,0
920,3,High School,68.31,2,0
921,2,Bachelor’s,86.99,1,1
922,4,Bachelor’s,65.98,1,0
923,5,Bachelor’s,68.0,0,1
924,6,Bachelor’s,52.33,1,0
925,4,Bachelor’s,70.17,0,0
926,0,Bachelor’s,56.56,0,0
927,10,Master’s,70.9,1,1
928,3,Bachelor’s,72.84,2,0
929,10,High School,52.58,1,1
930,6,Bachelor’s,64.54,0,1
931,1,Bachelor’s,60.3,1,0
932,9,High School,69.19,0,0
933,1,Master’s,71.96,2,1
934,2,Master’s,65.16,0,0
935,3,Bachelor’s,74.69,1,0
936,0,Master’s,88.17,3,1
937,2,Bachelor’s,70.39,1,0
938,7,Bachelor’s,80.49,0,1
939,8,Bachelor’s,72.69,0,1
940,11,Bachelor’s,72.44,1,0
941,10,PhD,85.39,1,1
942,1,Bachelor’s,75.31,0,0
943,4,High School,69.95,2,0
944,5,Bachelor’s,73.71,2,1
945,4,Bachelor’s,58.03,1,1
946,6,Bachelor’s,61.91,1,1
947,5,Master’s,62.26,0,1
948,0,Master’s,78.35,0,1
949,5,PhD,57.2,5,1
950,0,Bachelor’s,73.41,1,0
951,6,Bachelor’s,78.5,3,1
952,5,Bachelor’s,74.18,1,1
953,6,Master’s,81.38,0,1
954,0,High School,74.5,3,0
955,7,Bachelor’s,65.02,0,0
956,17,Bachelor’s,71.33,2,1
957,10,Master’s,56.21,2,1
958,14,Bachelor’s,79.31,4,1
959,1,High School,68.41,0,0
960,1,Master’s,87.52,0,1
961,3,High School,43.3,0,0
962,0,Bachelor’s,88.03,1,1
963,2,Master’s,76.61,0,0
964,0,Bachelor’s,82.17,0,1
965,4,High School,79.73,1,0
966,14,High School,68.89,0,1
967,6,Bachelor’s,77.42,0,1
968,13,Bachelor’s,63.62,0,1
969,0,High School,76.89,3,0
970,8,High School,69.21,0,1
971,10,Bachelor’s,80.31,1,1
972,0,Master’s,68.48,0,0
973,5,High School,70.99,2,1
974,0,Bachelor’s,64.37,0,0
975,14,High School,76.21,4,1
976,0,Bachelor’s,82.89,0,1
977,5,Bachelor’s,67.99,0,1
978,8,High School,61.88,0,0
979,3,High School,77.26,0,0
980,3,Bachelor’s,71.37,4,0
981,10,High School,75.46,5,1
982,9,Bachelor’s,48.28,0,1
983,8,Bachelor’s,58.36,0,0
984,5,Bachelor’s,88.32,0,1
985,5,Bachelor’s,84.42,0,0
986,1,Bachelor’s,64.88,1,0
987,8,Master’s,91.67,0,1
988,3,Bachelor’s,65.89,0,1
989,4,Bachelor’s,73.86,0,0
990,5,Master’s,83.38,1,1
991,0,Bachelor’s,87.49,1,1
992,5,Bachelor’s,66.09,2,1
993,16,Master’s,82.81,0,1
994,14,Bachelor’s,72.69,1,1
995,1,Master’s,72.05,0,0
996,0,Master’s,65.63,0,0
997,12,Bachelor’s,79.31,1,1
998,9,Bachelor’s,77.32,0,1
999,5,Master’s,64.63,0,1
1000,1,Master’s,81.65,0,1
1001,7,Bachelor’s,67.06,0,1
1002,5,High School,72.71,1,1
1003,9,Master’s,80.77,0,1
1004,4,Bachelor’s,68.71,1,0
1005,3,Bachelor’s,74.95,0,0
1006,2,High School,70.44,1,0
1007,9,PhD,77.33,0,1
1008,1,Bachelor’s,100.0,2,0
1009,4,Master’s,80.35,0,1
1010,0,High School,80.17,1,1
1011,8,Bachelor’s,72.32,1,1
1012,0,Master’s,68.24,2,1
1013,5,Master’s,95.59,2,1
1014,1,Master’s,77.54,0,1
1015,3,High School,64.65,1,0
1016,8,High School,72.95,0,1
1017,6,High School,72.61,0,1
1018,1,Bachelor’s,80.23,2,1
1019,4,Master’s,81.46,1,1
1020,9,Master’s,75.19,0,0
1021,0,Bachelor’s,97.55,0,1
1022,3,Bachelor’s,66.94,3,0
1023,1,High School,55.67,1,0
1024,5,Bachelor’s,67.39,0,1
1025,0,High School,52.08,1,1
1026,10,Bachelor’s,69.8,1,1
1027,5,Master’s,64.34,2,1
1028,1,Bachelor’s,93.79,0,1
1029,5,Bachelor’s,76.8,1,1
1030,8,Bachelor’s,68.01,0,1
1031,5,High School,75.88,1,1
1032,2,Bachelor’s,76.2,1,0
1033,1,Bachelor’s,83.97,0,1
1034,3,Bachelor’s,79.69,0,0
1035,10,Bachelor’s,93.38,2,1
1036,4,Master’s,72.64,1,0
1037,1,Master’s,76.31,0,0
1038,4,Master’s,73.58,0,0
1039,2,High School,64.66,2,0
1040,2,Master’s,76.51,1,0
1041,9,Bachelor’s,63.19,0,1
1042,10,Master’s,84.68,2,1
1043,0,Master’s,75.54,0,0
1044,20,Bachelor’s,79.72,0,0
1045,4,Bachelor’s,67.01,1,0
1046,4,Master’s,69.91,1,0
1047,3,High School,68.0,1,0
1048,3,High School,64.07,0,0
1049,7,Bachelor’s,86.05,0,1
1050,5,Master’s,64.42,1,1
1051,8,High School,79.56,0,1
1052,3,Bachelor’s,71.39,1,0
1053,5,Master’s,94.38,0,1
1054,15,Master’s,48.42,0,1
1055,11,Master’s,75.83,1,1
1056,3,Bachelor’s,62.72,2,0
1057,7,High School,59.94,0,1
1058,1,Bachelor’s,48.98,0,0
1059,14,PhD,64.23,1,1
1060,5,Master’s,85.36,0,1
1061,10,Bachelor’s,66.69,0,1
1062,5,Bachelor’s,70.03,1,1
1063,3,High School,51.62,0,0
1064,9,Bachelor’s,76.14,0,0
1065,0,Bachelor’s,77.8,0,0
1066,3,Bachelor’s,73.83,0,0
1067,5,Bachelor’s,60.19,1,1
1068,8,Master’s,66.7,2,1
1069,6,Master’s,75.09,0,1
1070,19,Bachelor’s,67.62,0,1
1071,8,Master’s,75.92,1,1
1072,5,Master’s,83.96,1,1
1073,20,Bachelor’s,76.12,2,0
1074,4,Bachelor’s,86.38,0,1
1075,5,Bachelor’s,67.35,1,1
1076,5,PhD,87.08,0,1
1077,3,Master’s,82.29,0,1
1078,2,Bachelor’s,73.51,0,0
1079,3,High School,79.4,0,0
1080,3,Master’s,71.1,1,0
1081,3,Bachelor’s,58.21,2,0
1082,1,High School,67.8,1,0
1083,4,Master’s,92.42,0,1
1084,5,Master’s,95.54,0,1
1085,4,Bachelor’s,69.83,0,0
1086,6,Bachelor’s,75.05,0,1
1087,0,Master’s,82.38,4,1
1088,7,Bachelor’s,59.26,2,0
1089,2,Bachelor’s,67.32,1,0
1090,8,Bachelor’s,55.24,0,1
1091,2,Bachelor’s,58.38,3,0
1092,3,Bachelor’s,52.7,0,0
1093,6,Master’s,69.12,0,1
1094,1,Master’s,61.18,0,1
1095,2,High School,57.23,1,0
1096,4,High School,79.49,1,0
1097,9,Bachelor’s,74.8,4,1
1098,2,Bachelor’s,77.29,3,0
1099,14,High School,65.75,2,1
1100,17,Bachelor’s,80.58,0,1
1101,7,Master’s,97.76,0,1
1102,16,PhD,66.48,1,1
1103,1,Bachelor’s,72.73,1,1
1104,10,Bachelor’s,49.25,1,0
1105,1,Bachelor’s,60.08,1,0
1106,3,High School,64.46,1,0
1107,8,Bachelor’s,74.42,3,1
1108,4,Bachelor’s,59.31,1,0
1109,15,High School,60.82,0,0
1110,2,Bachelor’s,87.31,0,1
1111,5,Master’s,69.14,0,1
1112,0,Bachelor’s,66.51,2,0
1113,1,High School,71.07,2,0
1114,6,Bachelor’s,59.21,0,1
1115,0,High School,70.31,1,0
1116,5,Master’s,51.71,1,1
1117,5,Bachelor’s,88.08,0,1
1118,6,Master’s,80.06,0,1
1119,9,High School,85.81,1,1
1120,7,Bachelor’s,66.9,2,1
1121,6,Bachelor’s,67.2,0,1
1122,2,Bachelor’s,56.38,0,0
1123,1,Bachelor’s,65.57,1,0
1124,3,Master’s,87.2,0,1
1125,5,Master’s,94.4,1,1
1126,5,Bachelor’s,82.87,0,1
1127,4,Bachelor’s,53.97,1,0
1128,6,Bachelor’s,62.16,1,1
1129,1,Bachelor’s,81.21,0,1
1130,8,Bachelor’s,64.76,0,1
1131,8,Bachelor’s,76.96,0,1
1132,8,High School,72.79,0,1
1133,9,Bachelor’s,84.0,0,1
1134,8,High School,73.67,0,1
1135,4,Bachelor’s,80.84,0,1
1136,8,Master’s,77.1,5,1
1137,0,Bachelor’s,65.79,2,0
1138,0,High School,65.77,0,0
1139,9,Bachelor’s,94.03,0,1
1140,3,Bachelor’s,74.37,0,0
1141,1,High School,78.0,0,0
1142,3,Bachelor’s,53.01,0,0
1143,10,Bachelor’s,64.6,0,1
1144,0,Bachelor’s,78.95,5,0
1145,1,High School,67.64,0,0
1146,5,Bachelor’s,66.72,0,1
1147,10,High School,80.51,1,0
1148,1,Master’s,80.69,1,1
1149,2,Master’s,66.73,0,0
1150,0,Bachelor’s,77.7,2,1
1151,1,Master’s,71.0,1,0
1152,14,Bachelor’s,59.7,1,1
1153,5,High School,56.69,1,0
1154,0,Bachelor’s,48.22,1,0
1155,5,PhD,60.79,0,1
1156,6,Bachelor’s,84.15,0,1
1157,0,PhD,66.48,1,0
1158,5,Bachelor’s,70.06,0,1
1159,9,Master’s,68.66,0,1
1160,15,High School,59.54,2,1
1161,5,Master’s,73.22,0,1
1162,6,Master’s,81.56,1,1
1163,8,Bachelor’s,77.68,0,1
1164,5,Bachelor’s,77.6,0,1
1165,2,Bachelor’s,83.68,1,1
1166,5,Master’s,68.54,0,1
1167,3,Bachelor’s,58.33,0,0
1168,6,High School,85.47,0,1
1169,19,Bachelor’s,83.74,0,1
1170,3,High School,63.73,0,0
1171,5,Master’s,48.81,0,1
1172,2,Bachelor’s,57.09,1,0
1173,0,PhD,92.4,2,1
1174,3,High School,62.89,1,0
1175,8,Bachelor’s,77.03,1,0
1176,3,Master’s,80.33,0,1
1177,4,Bachelor’s,57.81,0,0
1178,5,Bachelor’s,68.96,0,1
1179,1,Master’s,86.96,0,1
1180,7,Bachelor’s,54.81,0,1
1181,3,Bachelor’s,73.64,1,1
1182,4,High School,58.62,0,0
1183,0,Bachelor’s,74.32,0,1
1184,8,Bachelor’s,77.73,0,1
1185,3,Bachelor’s,81.07,2,1
1186,3,Bachelor’s,68.61,1,0
1187,1,Master’s,89.51,0,1
1188,4,Bachelor’s,62.61,2,0
1189,1,Master’s,96.74,0,1
1190,3,Bachelor’s,52.55,1,0
1191,1,Bachelor’s,70.41,0,1
1192,14,Bachelor’s,78.05,0,1
1193,5,Bachelor’s,60.05,0,0
1194,2,Bachelor’s,46.78,0,1
1195,3,Master’s,69.2,0,0
1196,10,Bachelor’s,69.4,3,1
1197,16,Bachelor’s,68.12,0,1
1198,8,Master’s,73.96,2,1
1199,3,Master’s,63.96,0,0
1200,4,High School,57.94,1,0
1201,5,Master’s,74.62,0,1
1202,17,Bachelor’s,62.29,0,1
1203,5,High School,76.71,0,1
1204,0,Master’s,86.79,1,1
1205,0,Bachelor’s,57.87,0,0
1206,2,Bachelor’s,77.24,0,0
1207,1,High School,69.99,0,0
1208,7,Bachelor’s,81.24,0,1
1209,3,Bachelor’s,64.74,0,0
1210,6,Bachelor’s,81.27,1,1
1211,4,Bachelor’s,41.35,0,0
1212,5,Bachelor’s,51.12,1,1
1213,4,Master’s,71.73,0,0
1214,2,Bachelor’s,75.33,0,0
1215,0,Bachelor’s,41.44,1,0
1216,11,High School,65.67,0,1
1217,3,High School,70.27,3,0
1218,1,Master’s,72.33,3,1
1219,5,Bachelor’s,62.39,1,1
1220,8,Bachelor’s,71.1,1,1
1221,6,Master’s,56.97,0,1
1222,6,High School,72.67,0,1
1223,10,Master’s,80.56,0,0
1224,9,Master’s,55.95,0,1
1225,5,Master’s,71.8,0,1
1226,11,High School,45.95,0,0
1227,9,High School,75.79,1,0
1228,0,Bachelor’s,84.12,2,1
1229,10,Master’s,79.9,0,1
1230,1,PhD,82.55,0,1
1231,1,Master’s,60.7,0,0
1232,1,Master’s,84.01,0,1
1233,5,Bachelor’s,62.44,0,1
1234,11,Bachelor’s,78.67,2,1
1235,0,Bachelor’s,75.75,1,0
1236,3,Bachelor’s,64.64,0,0
1237,14,High School,82.9,0,1
1238,2,Bachelor’s,70.36,0,0
1239,14,Bachelor’s,60.39,1,1
1240,3,Bachelor’s,75.3,1,0
1241,5,High School,70.48,0,1
1242,2,Bachelor’s,81.65,0,1
1243,5,Bachelor’s,61.85,0,1
1244,16,Bachelor’s,71.76,1,1
1245,7,Bachelor’s,88.61,0,1
1246,3,Master’s,65.54,2,1
1247,2,Bachelor’s,71.84,1,0
1248,3,Bachelor’s,65.8,0,0
1249,1,Bachelor’s,72.47,0,0
1250,7,High School,47.89,0,1
1251,4,High School,60.55,1,0
1252,6,Bachelor’s,74.12,1,1
1253,4,Bachelor’s,73.81,1,0
1254,3,High School,73.53,1,1
1255,2,PhD,80.73,1,1
1256,9,Master’s,79.55,0,1
1257,4,PhD,60.21,0,0
1258,5,Bachelor’s,86.72,0,1
1259,5,Master’s,86.9,0,1
1260,0,Bachelor’s,85.72,1,1
1261,0,Master’s,55.1,0,0
1262,4,Bachelor’s,63.25,0,0
1263,3,Master’s,79.29,0,0
1264,4,High School,77.96,2,0
1265,8,Bachelor’s,63.57,1,1
1266,5,Master’s,81.84,2,1
1267,1,Bachelor’s,64.33,0,0
1268,2,Master’s,83.46,1,1
1269,12,Master’s,82.31,0,1
1270,0,Bachelor’s,65.22,1,0
1271,8,Master’s,69.71,2,1
1272,0,High School,78.42,0,0
1273,5,Bachelor’s,71.7,1,1
1274,4,Bachelor’s,60.78,0,0
1275,1,Master’s,75.79,0,0
1276,2,Master’s,72.16,0,0
1277,2,PhD,89.74,0,1
1278,3,Master’s,83.72,2,1
1279,9,Master’s,86.9,0,1
1280,4,Bachelor’s,80.19,0,1
1281,7,Master’s,70.25,0,1
1282,2,High School,81.74,1,1
1283,0,Master’s,79.2,2,1
1284,0,Master’s,78.0,0,1
1285,8,Master’s,74.41,2,1
1286,2,Bachelor’s,74.47,1,0
1287,1,Master’s,74.25,1,0
1288,12,High School,86.59,0,1
1289,5,Master’s,63.11,1,1
1290,0,Bachelor’s,64.03,1,1
1291,5,Bachelor’s,75.1,0,1
1292,5,Bachelor’s,75.16,0,1
1293,5,Bachelor’s,69.1,1,1
1294,4,Master’s,75.33,1,0
1295,3,Bachelor’s,70.49,1,0
1296,1,Master’s,82.22,0,1
1297,6,Master’s,64.87,0,1
1298,5,Bachelor’s,72.24,5,1
1299,10,Bachelor’s,64.01,0,1
1300,0,High School,81.09,0,1
1301,4,High School,62.07,1,1
1302,0,High School,74.33,1,0
1303,2,Master’s,88.78,0,1
1304,1,High School,68.32,1,0
1305,3,Bachelor’s,74.81,0,0
1306,11,Bachelor’s,60.68,0,1
1307,0,High School,83.17,2,1
1308,5,Bachelor’s,67.74,2,1
1309,4,Bachelor’s,79.5,1,0
1310,0,Bachelor’s,82.72,0,1
1311,9,Bachelor’s,80.9,2,1
1312,3,Master’s,69.29,0,0
1313,2,Master’s,95.28,0,1
1314,19,Bachelor’s,70.03,1,0
1315,16,Bachelor’s,64.07,2,1
1316,8,Bachelor’s,61.93,5,1
1317,2,High School,68.41,0,0
1318,0,Bachelor’s,60.82,0,0
1319,11,Bachelor’s,66.36,2,1
1320,0,Bachelor’s,87.11,0,1
1321,10,Master’s,73.43,1,1
1322,5,Bachelor’s,57.9,0,1
1323,4,Bachelor’s,69.77,0,1
1324,0,Bachelor’s,82.79,2,1
1325,1,Bachelor’s,64.9,0,1
1326,4,Bachelor’s,66.23,0,0
1327,1,Bachelor’s,92.92,1,1
1328,8,Bachelor’s,88.67,1,0
1329,2,High School,64.96,0,0
1330,0,Bachelor’s,75.61,2,0
1331,3,Master’s,74.52,0,0
1332,2,Bachelor’s,72.31,2,1
1333,17,Bachelor’s,75.8,1,1
1334,5,Bachelor’s,80.48,1,1
1335,3,High School,74.37,0,0
1336,2,Master’s,74.41,2,1
1337,5,Master’s,74.37,0,1
1338,17,Bachelor’s,64.72,1,1
1339,0,Master’s,81.27,0,1
1340,5,Master’s,86.12,1,1
1341,10,Bachelor’s,74.79,0,1
1342,8,High School,84.6,0,0
1343,1,Bachelor’s,67.99,0,1
1344,10,Master’s,71.53,1,1
1345,9,Bachelor’s,59.6,0,1
1346,7,Bachelor’s,76.99,1,1
1347,9,Bachelor’s,62.77,0,1
1348,0,Master’s,71.51,1,0
1349,0,Master’s,55.53,1,0
1350,7,High School,79.78,1,1
1351,3,Bachelor’s,68.48,1,0
1352,6,Bachelor’s,85.46,0,1
1353,2,Bachelor’s,64.83,1,0
1354,1,Bachelor’s,76.19,1,0
1355,7,Bachelor’s,65.98,3,1
1356,1,Master’s,84.3,0,1
1357,7,Bachelor’s,64.96,0,1
1358,10,Bachelor’s,87.43,0,1
1359,3,Bachelor’s,49.23,0,0
1360,1,Master’s,72.65,0,0
1361,1,Bachelor’s,51.92,0,0
1362,0,Master’s,86.83,2,1
1363,5,High School,90.99,3,1
1364,13,Bachelor’s,56.15,1,1
1365,1,PhD,69.85,2,1
1366,1,High School,68.73,1,0
1367,5,PhD,65.3,0,1
1368,5,Bachelor’s,87.28,0,1
1369,0,High School,62.51,0,0
1370,1,Master’s,71.91,1,0
1371,5,High School,74.39,1,1
1372,1,Bachelor’s,69.02,0,0
1373,10,Bachelor’s,67.67,0,1
1374,7,Master’s,80.48,1,1
1375,8,High School,77.35,0,1
1376,5,Bachelor’s,88.14,0,0
1377,7,PhD,90.33,0,1
1378,5,Bachelor’s,82.13,0,1
1379,0,Master’s,68.29,5,1
1380,4,Bachelor’s,58.39,0,0
1381,4,High School,63.25,1,0
1382,7,Bachelor’s,57.82,0,1
1383,1,Bachelor’s,64.36,0,0
1384,3,PhD,71.3,2,1
1385,8,High School,73.09,2,1
1386,0,High School,71.63,1,0
1387,7,Bachelor’s,67.72,1,1
1388,4,Master’s,60.93,1,0
1389,0,Bachelor’s,82.47,0,1
1390,4,Bachelor’s,78.68,2,0
1391,11,Bachelor’s,66.2,0,1
1392,3,High School,61.83,2,1
1393,8,Bachelor’s,69.77,0,1
1394,6,Bachelor’s,83.57,0,1
1395,4,Bachelor’s,75.39,0,0
1396,8,Bachelor’s,75.64,3,1
1397,4,Bachelor’s,73.4,3,0
1398,4,Master’s,78.47,0,0
1399,3,Bachelor’s,77.44,1,0
1400,6,Bachelor’s,76.55,0,1
1401,7,High School,64.69,1,1
1402,4,High School,59.47,2,0
1403,5,High School,59.71,1,1
1404,2,Bachelor’s,68.03,1,0
1405,4,High School,75.03,1,0
1406,1,Bachelor’s,69.65,2,1
1407,5,High School,58.49,1,0
1408,0,Bachelor’s,60.35,0,0
1409,8,Bachelor’s,75.17,0,1
1410,5,Bachelor’s,82.67,1,1
1411,2,Bachelor’s,52.35,1,0
1412,8,Master’s,92.41,1,1
1413,9,Bachelor’s,72.04,0,1
1414,5,High School,62.1,1,1
1415,4,Bachelor’s,71.36,1,0
1416,4,Bachelor’s,77.05,1,0
1417,2,PhD,82.34,3,1
1418,2,Master’s,82.65,0,1
1419,1,High School,66.07,0,0
1420,0,High School,62.38,1,1
1421,3,Bachelor’s,66.03,1,0
1422,4,High School,69.59,1,0
1423,0,Bachelor’s,76.59,0,0
1424,0,Master’s,85.85,1,1
1425,9,PhD,72.23,2,1
1426,2,Bachelor’s,74.85,3,1
1427,3,High School,72.61,1,0
1428,9,High School,74.81,0,1
1429,20,Master’s,75.3,0,1
1430,5,Bachelor’s,61.03,2,1
1431,13,Bachelor’s,71.57,1,1
1432,7,Master’s,85.71,0,1
1433,10,High School,83.12,1,1
1434,0,Bachelor’s,79.36,0,0
1435,3,Bachelor’s,67.51,1,1
1436,3,Bachelor’s,58.37,1,0
1437,2,Bachelor’s,72.1,0,0
1438,8,Master’s,89.6,1,1
1439,2,Bachelor’s,80.33,2,1
1440,4,High School,64.62,1,0
1441,3,Bachelor’s,56.44,0,0
1442,0,Bachelor’s,60.82,2,0
1443,1,Bachelor’s,59.9,3,0
1444,1,Bachelor’s,63.71,5,0
1445,3,Bachelor’s,69.08,1,0
1446,0,Master’s,73.25,0,0
1447,7,Master’s,74.98,2,1
1448,4,High School,69.88,0,0
1449,4,Master’s,74.68,0,0
1450,5,Bachelor’s,70.34,0,1
1451,4,PhD,72.5,3,1
1452,5,High School,66.32,5,1
1453,2,Bachelor’s,74.39,0,0
1454,5,Bachelor’s,74.89,0,0
1455,5,Master’s,81.41,1,1
1456,4,Bachelor’s,70.8,1,0
1457,4,Master’s,58.16,1,0
1458,11,Bachelor’s,86.17,0,1
1459,1,Master’s,55.35,0,0
1460,1,High School,55.19,0,0
1461,2,Master’s,74.93,0,1
1462,1,Bachelor’s,58.74,0,0
1463,20,High School,53.72,1,1
1464,4,Bachelor’s,80.6,1,0
1465,6,High School,94.41,3,1
1466,2,Bachelor’s,74.37,0,0
1467,5,Bachelor’s,86.93,1,0
1468,6,Bachelor’s,70.31,1,1
1469,7,Master’s,94.33,2,1
1470,4,Master’s,77.57,1,0
1471,7,Bachelor’s,63.97,0,1
1472,8,Bachelor’s,58.05,4,1
1473,4,Bachelor’s,55.24,0,1
1474,0,High School,88.06,0,1
1475,1,Master’s,80.99,2,1
1476,5,Bachelor’s,63.46,0,1
1477,4,Master’s,66.55,1,1
1478,4,Bachelor’s,61.7,0,0
1479,5,High School,88.47,0,1
1480,5,Bachelor’s,73.18,0,1
1481,4,Bachelor’s,66.68,0,0
1482,1,Master’s,74.67,0,0
1483,8,Bachelor’s,70.0,0,1
1484,8,Bachelor’s,65.65,0,1
1485,8,Bachelor’s,67.5,0,1
1486,0,Bachelor’s,66.82,0,0
1487,2,Bachelor’s,55.41,3,0
1488,2,Bachelor’s,79.36,1,0
1489,2,Bachelor’s,70.95,2,1
1490,4,Master’s,93.06,1,1
1491,3,Bachelor’s,72.3,1,0
1492,4,Bachelor’s,71.23,0,0
1493,17,Bachelor’s,71.18,1,1
1494,10,Bachelor’s,63.06,0,1
1495,2,Bachelor’s,80.09,1,1
1496,2,Bachelor’s,84.09,0,1
1497,10,Master’s,54.18,0,0
1498,3,High School,76.72,0,0
1499,16,Bachelor’s,63.38,2,1
1500,1,Master’s,75.04,1,0
1501,7,Master’s,68.07,0,1
1502,5,Master’s,78.34,0,1
1503,4,Master’s,95.49,1,0
1504,5,High School,53.75,1,1
1505,5,PhD,61.36,0,1
1506,10,Master’s,69.68,0,1
1507,3,Bachelor’s,80.04,2,1
1508,10,Master’s,71.97,4,1
1509,5,Master’s,75.12,0,1
1510,9,Bachelor’s,69.07,0,1
1511,2,Bachelor’s,70.3,1,0
1512,10,Bachelor’s,67.42,1,1
1513,10,High School,86.06,0,1
1514,8,Bachelor’s,49.19,1,1
1515,3,Bachelor’s,75.59,2,0
1516,2,Bachelor’s,68.44,1,0
1517,4,High School,87.69,0,1
1518,0,Bachelor’s,72.0,0,0
